1	0.8857142857142857	0.9691601336360551
2	1.1978021978021978	1.2907396045202935
3	1.7	1.902139331423774
4	2.1206896551724137	2.3544465434093818
5	2.5694444444444446	2.873048168737196
6	2.986666666666667	3.396081585487589
7	3.5	3.9477963123358606
8	3.9166666666666665	4.445747006419617
9	4.35	4.933247765951037
10	4.889649923896499	5.433384082854156
11	4.930232558139535	5.5490782903523845
12	5.609225874867445	6.342157526258438
13	6.220588235294118	6.984221115627793
14	6.541666666666667	7.4722531748526215
15	7.430952380952381	8.45167202073016
16	7.842105263157895	9.19626104022996
17	8.879951980792317	10.198569315745939
18	9.583333333333334	10.693250311962759
19	10.468652037617556	12.293299662367879
20	11.281746031746032	12.749075491544795
21	11.555059523809524	13.036738405735417
22	12.246969696969696	13.830906603392243
23	11.238596491228071	12.605396570213145
24	2.5868534482758623	4.966681933450049
25	9.121212121212121	10.329273786511449
26	1.553639846743295	2.8914234094440823
